郵遞區號,客戶數,流失數,平均營收,人口估計,滲透率,流失率
94539,4,3,1502.14,46917,0.00852569431123047,75.0
94538,4,2,1584.205,56126,0.0071268217938210456,50.0
94536,4,0,7647.6475,66543,0.0060111506845197836,0.0
94535,4,2,4630.8275,9978,0.04008819402685909,50.0
94533,4,2,2883.285,77683,0.005149131727662423,50.0
94530,4,0,4733.305,23141,0.017285337712285555,0.0
94526,4,1,4348.8925,32873,0.012168040641255741,25.0
94525,4,2,1572.96,3193,0.1252740369558409,50.0
94523,4,1,4146.36,32685,0.012238029677221967,25.0
94521,4,2,2714.365,39888,0.01002807862013638,50.0
94520,4,3,134.14000000000001,36186,0.011053998784060133,75.0
94519,4,1,3231.2825,18650,0.021447721179624665,25.0
94518,4,0,3482.585,27394,0.014601737606775208,0.0
94565,4,1,5061.955,78816,0.005075111652456354,25.0
94564,4,2,2815.2650000000003,16717,0.023927738230543758,50.0
94563,4,1,2031.0625,17964,0.0222667557336896,25.0
94561,4,1,4064.9999999999995,27607,0.01448907885681168,25.0
94560,4,0,3067.435,42491,0.009413758207620438,0.0
94559,4,1,1517.24,26894,0.014873205919535955,25.0
94558,4,2,5822.865,63947,0.006255180070996294,50.0
94556,4,2,914.075,16510,0.024227740763173834,50.0
94555,4,2,791.6225000000001,33883,0.011805330106543103,50.0
94553,4,2,3926.7325,46677,0.00856953103241425,50.0
94552,4,0,5429.4375,13212,0.030275507114744173,0.0
94550,4,1,3661.1400000000003,75929,0.005268079389956407,25.0
94549,4,1,2851.3275,23996,0.01666944490748458,25.0
94547,4,0,2367.5675,22479,0.017794385871257618,0.0
94546,4,1,1306.5900000000001,41698,0.009592786224758981,25.0
94545,4,2,3202.9075000000003,27311,0.01464611328768628,50.0
94587,4,2,1402.0049999999999,66472,0.006017571308220003,50.0
94586,4,1,3056.905,790,0.5063291139240507,25.0
94585,4,0,2819.2225,39279,0.010183558644568344,0.0
94583,4,1,1539.33,44078,0.009074821906620083,25.0
94580,4,1,1812.24,26240,0.01524390243902439,25.0
94579,4,1,2970.7349999999997,19815,0.020186727226848347,25.0
94578,4,0,2059.9725,36568,0.010938525486764385,0.0
94577,4,0,2217.6275,41871,0.009553151345800197,0.0
94576,4,2,2740.2650000000003,223,1.7937219730941705,50.0
94574,4,2,3980.6525,9423,0.04244932611694789,50.0
94572,4,2,3862.425,8506,0.04702562896778745,50.0
94571,4,1,2635.6549999999997,5246,0.07624857033930614,25.0
94569,4,2,2000.845,173,2.312138728323699,50.0
94568,4,2,2446.26,29636,0.013497098123903362,50.0
94567,4,3,2277.975,494,0.8097165991902834,75.0
94566,4,1,2265.8175,36669,0.010908396738389375,25.0
94608,4,2,3033.2125,24589,0.016267436658668512,50.0
94607,4,1,5507.0425000000005,21054,0.018998765080269785,25.0
94606,4,1,3236.125,41876,0.009552010698251982,25.0
94605,4,0,2193.9474999999998,42854,0.00933401782797405,0.0
94603,4,1,4700.8475,31392,0.012742099898063202,25.0
94602,4,2,3328.7275,28900,0.01384083044982699,50.0
94601,4,3,2285.505,54876,0.007289161017566878,75.0
94599,4,0,2677.1225,2873,0.13922728854855554,0.0
94598,4,1,3170.7124999999996,26022,0.015371608638844054,25.0
94596,4,2,2095.9925000000003,40917,0.009775887772808368,50.0
94595,4,1,2420.83,18024,0.022192632046160673,25.0
94592,4,0,2532.9375,159,2.515723270440252,0.0
94591,4,0,3153.6400000000003,51665,0.007742185231781671,0.0
94590,4,2,1758.4125000000001,37218,0.010747487774732657,50.0
94589,4,1,1642.7700000000002,42209,0.009476651898884124,25.0
94588,4,2,3466.9825,28568,0.014001680201624195,50.0
94710,4,1,5277.9375,8157,0.0490376363859262,25.0
94709,4,1,1342.955,10147,0.039420518379816694,25.0
94708,4,1,1724.98,10737,0.03725435410263575,25.0
94707,4,1,2661.3475,11889,0.03364454537808058,25.0
94706,4,2,3947.08,15882,0.02518574486840448,50.0
94705,4,1,3193.6475,12448,0.032133676092544985,25.0
94704,4,2,1192.185,21205,0.01886347559537845,50.0
94703,4,2,3068.5925,19763,0.020239842129231394,50.0
94702,4,0,1908.2549999999999,15638,0.02557871850620284,0.0
94621,4,0,2695.36,30751,0.013007707066436863,0.0
94619,4,1,1681.2375000000002,24518,0.016314544416347176,25.0
94618,4,1,1555.3525,15438,0.02591009198082653,25.0
94612,4,0,2353.8725,11702,0.03418219107844813,0.0
94611,4,2,3463.6225000000004,36517,0.0109538023386368,50.0
94610,4,0,1662.505,29964,0.013349352556401014,0.0
94609,4,1,3976.9449999999997,21097,0.018960041712091768,25.0
94930,4,0,4191.6475,8486,0.047136460051850106,0.0
94929,4,0,2929.8,330,1.2121212121212122,0.0
94928,4,1,2155.39,42544,0.009402030838661151,25.0
94925,4,1,2891.7549999999997,9038,0.04425757911042266,25.0
94924,4,1,1417.3199999999997,1573,0.25429116338207247,25.0
94923,4,1,4886.36,1785,0.22408963585434172,25.0
94922,4,0,2156.2475,584,0.684931506849315,0.0
94920,4,0,2455.145,13065,0.030616150019135095,0.0
94904,4,1,3024.985,12010,0.03330557868442965,25.0
94903,4,2,3824.36,28403,0.014083019399359223,50.0
94901,4,2,4640.24,40239,0.009940604885807301,50.0
94806,4,1,2581.9224999999997,55720,0.007178750897343863,25.0
94805,4,2,4293.785,13984,0.028604118993135013,50.0
94804,4,1,3668.2675,39089,0.010233057893525034,25.0
94803,4,1,3162.8374999999996,25399,0.015748651521713453,25.0
94801,4,1,5517.01,28450,0.0140597539543058,25.0
94956,4,1,1478.23,1885,0.21220159151193632,25.0
94954,4,0,2645.3725,35419,0.011293373613032552,0.0
94952,4,0,3005.1875,31930,0.01252740369558409,0.0
94951,4,0,3825.06,3777,0.10590415673815197,0.0
94950,4,1,4381.1475,248,1.6129032258064515,25.0
94949,4,2,3376.02,13361,0.029937878901279844,50.0
94947,4,1,2963.465,24741,0.016167495250798268,25.0
94946,4,1,3122.1225,607,0.6589785831960462,25.0
94945,4,3,1655.775,16429,0.02434719094284497,75.0
94941,4,1,1466.23,28727,0.013924182824520487,25.0
94940,4,2,1586.8850000000002,406,0.9852216748768473,50.0
94939,4,2,2763.1925,6773,0.059058024509080174,50.0
94938,4,0,2652.575,821,0.48721071863580995,0.0
94937,4,1,872.875,1004,0.398406374501992,25.0
94933,4,1,1309.6075,1025,0.3902439024390244,25.0
94931,4,2,2211.235,7936,0.05040322580645161,50.0
95010,4,1,1927.94,9673,0.041352217512664116,25.0
95008,4,1,6294.4625,44976,0.008893632159373888,25.0
95007,4,0,3016.0625,1007,0.3972194637537239,0.0
95006,4,4,3951.755,10520,0.03802281368821293,100.0
95005,4,1,4012.6724999999997,6407,0.062431715311378186,25.0
95004,4,1,4334.79,3373,0.11858879335902757,25.0
95003,4,1,1191.4724999999999,24227,0.016510504808684528,25.0
95002,4,1,994.8375000000001,2147,0.18630647414997673,25.0
94973,4,1,2778.83,1449,0.27605244996549344,25.0
94972,4,1,2552.64,66,6.0606060606060606,25.0
94971,4,1,1327.635,384,1.0416666666666665,25.0
94970,4,1,1663.9475,781,0.5121638924455826,25.0
94965,4,3,1765.585,11213,0.035672879693213234,75.0
94964,4,0,2844.3025,6448,0.062034739454094295,0.0
94963,4,0,1733.8125,548,0.7299270072992701,0.0
94960,4,2,2912.93,16849,0.023740281322333672,50.0
95046,4,1,3609.125,5671,0.07053429730206312,25.0
95045,4,1,1350.3875,3402,0.11757789535567313,25.0
95043,4,0,2540.87,813,0.4920049200492005,0.0
95041,4,0,4418.3150000000005,77,5.194805194805195,0.0
95039,4,1,5362.6224999999995,899,0.44493882091212456,25.0
95037,4,2,2911.1200000000003,41707,0.009590716186731244,50.0
95035,4,1,5978.365,62848,0.0063645621181262725,25.0
95033,4,0,3612.2799999999997,10172,0.039323633503735744,0.0
95032,4,2,1714.52,24443,0.01636460336292599,50.0
95030,4,2,857.7450000000001,13290,0.030097817908201655,50.0
95020,4,1,2377.265,49968,0.008005123278898494,25.0
95019,4,1,3438.3525,4753,0.08415737428992215,25.0
95018,4,1,2286.68,8728,0.045829514207149404,25.0
95017,4,2,1839.7350000000001,857,0.4667444574095682,50.0
95014,4,2,3362.245,54431,0.007348753467693043,50.0
95012,4,0,3605.575,8582,0.04660918200885575,0.0
95116,4,2,2855.8549999999996,51706,0.007736046106834796,50.0
95113,4,1,3626.3999999999996,561,0.7130124777183601,25.0
95112,4,1,4007.685,52334,0.007643214736118012,25.0
95111,4,1,1471.93,57748,0.006926646810279144,25.0
95110,4,2,2093.6175000000003,18197,0.02198164532615266,50.0
95076,4,1,2363.5950000000003,81141,0.0049296902922073916,25.0
95073,4,0,2819.075,9823,0.04072075740608776,0.0
95070,4,0,3825.2625,30589,0.013076596162019026,0.0
95066,4,0,3644.8625,14574,0.02744613695622341,0.0
95065,4,1,2945.175,8365,0.04781829049611477,25.0
95064,4,0,2380.205,4563,0.08766162612316458,0.0
95062,4,1,1400.935,36631,0.010919712811553055,25.0
95060,4,2,980.855,43192,0.009260974254491572,50.0
95054,4,1,2872.07,13031,0.03069603253779449,25.0
95051,4,0,1116.345,52986,0.007549163930094743,0.0
95050,4,2,3380.99,36349,0.011004429282786322,50.0
95132,4,1,1704.6225,40568,0.0098599881680142,25.0
95131,4,1,2020.6025,26389,0.01515783091439615,25.0
95130,4,1,2182.79,13481,0.029671389362806916,25.0
95129,4,2,3042.04,37570,0.010646792653713068,50.0
95128,4,1,3144.34,32804,0.01219363492257042,25.0
95127,4,3,1318.105,60620,0.006598482349059716,75.0
95126,4,1,3363.4125000000004,27023,0.014802205528623765,25.0
95125,4,1,2646.7725,46185,0.008660820612753058,25.0
95124,4,0,4107.975,45257,0.008838411737410786,0.0
95123,4,1,3613.0299999999997,59632,0.006707807888382077,25.0
95122,4,0,2565.4225,59841,0.006684380274393811,0.0
95121,4,2,2920.385,37127,0.010773830366040887,50.0
95120,4,1,3135.1025,37090,0.010784578053383662,25.0
95119,4,0,1678.2575,10155,0.03938946331856229,0.0
95118,4,0,3786.8325,31926,0.01252897325064211,0.0
95117,4,1,6648.99,29914,0.013371665440930667,25.0
95210,4,1,5253.055,40611,0.009849548151978528,25.0
95209,4,3,3307.6549999999997,30814,0.012981112481339652,75.0
95207,4,1,3498.325,49965,0.008005603922745921,25.0
95206,4,1,1610.0525,49657,0.008055259077270073,25.0
95205,4,0,3591.4175000000005,34138,0.011717148046165563,0.0
95204,4,1,772.1700000000001,30476,0.0131250820317627,25.0
95203,4,0,1704.78,16357,0.024454362046830103,0.0
95202,4,2,2543.5699999999997,7071,0.0565690849950502,50.0
95148,4,0,3051.225,44103,0.009069677799696165,0.0
95140,4,0,5919.8375,38,10.526315789473683,0.0
95139,4,1,3546.96,7023,0.056955716930086865,25.0
95138,4,0,3874.4474999999998,14792,0.027041644131963225,0.0
95136,4,1,2620.5075,36944,0.010827197921177999,25.0
95135,4,3,950.3875,15798,0.0253196607165464,75.0
95134,4,1,2654.0649999999996,9657,0.041420731075903494,25.0
95133,4,0,2987.83,26032,0.015365703749231713,0.0
95236,4,1,1590.3075,3148,0.12706480304955528,25.0
95233,4,2,4312.797500000001,335,1.1940298507462688,50.0
95232,4,2,2967.45,21,19.047619047619047,50.0
95231,4,1,3973.0875,5094,0.07852375343541422,25.0
95230,4,0,3071.295,596,0.6711409395973155,0.0
95228,4,0,3336.7525000000005,2633,0.1519179642992784,0.0
95227,4,1,3297.5375,722,0.554016620498615,25.0
95226,4,1,3782.455,75,5.333333333333334,25.0
95225,4,0,3044.9325,27,14.814814814814813,0.0
95224,4,1,1143.1725000000001,115,3.4782608695652173,25.0
95223,4,1,303.9025,5159,0.07753440589261484,25.0
95222,4,2,1673.89,4264,0.09380863039399624,50.0
95220,4,3,4526.99,6317,0.06332119677061897,75.0
95219,4,1,2454.84,19109,0.020932544874143075,25.0
95215,4,0,2264.8225,23789,0.01681449409390895,0.0
95212,4,2,2482.0,6951,0.05754567688102431,50.0
95303,4,1,2028.425,809,0.4944375772558714,25.0
95301,4,2,1136.9725,27808,0.014384349827387802,50.0
95258,4,1,2659.0825,4176,0.09578544061302681,25.0
95257,4,0,1953.2224999999999,435,0.9195402298850575,0.0
95255,4,1,937.3425,2198,0.18198362147406735,25.0
95254,4,1,2086.5725,304,1.3157894736842104,25.0
95252,4,1,4767.915,11266,0.03550505947097461,25.0
95251,4,2,5300.8575,460,0.8695652173913043,50.0
95250,4,2,1960.3125,88,4.545454545454546,50.0
95249,4,0,3698.24,3930,0.10178117048346055,0.0
95247,4,1,3404.1175,4353,0.09189065012634964,25.0
95246,4,1,1469.03,1692,0.2364066193853428,25.0
95245,4,0,1881.6349999999998,2718,0.14716703458425312,0.0
95242,4,1,5338.3525,22073,0.018121687129071716,25.0
95240,4,2,1738.165,45755,0.00874221396568681,50.0
95237,4,1,5038.0375,3205,0.12480499219968799,25.0
95324,4,0,2923.465,7177,0.05573359342343597,0.0
95323,4,2,3624.4174999999996,1055,0.37914691943127965,50.0
95322,4,1,2066.34,7872,0.05081300813008131,25.0
95321,4,1,2025.17,3680,0.10869565217391304,25.0
95320,4,0,1262.1575,11474,0.03486142583231654,0.0
95318,4,0,3398.895,579,0.690846286701209,0.0
95317,4,0,3691.4500000000003,808,0.49504950495049505,0.0
95316,4,1,4412.8375,5513,0.07255577725376383,25.0
95315,4,3,3044.0325000000003,10159,0.03937395412934344,75.0
95313,4,1,3125.185,1508,0.2652519893899204,25.0
95312,4,0,3433.1225,55,7.2727272727272725,0.0
95311,4,0,4856.545,2271,0.17613386173491855,0.0
95310,4,2,3842.8,2144,0.18656716417910446,50.0
95307,4,0,2063.1975,32881,0.012165080137465405,0.0
95306,4,1,4520.887500000001,986,0.4056795131845842,25.0
95305,4,2,2249.955,167,2.3952095808383236,50.0
95348,4,2,4063.3950000000004,23100,0.017316017316017316,50.0
95346,4,1,5495.405,1278,0.3129890453834116,25.0
95345,4,0,3663.5249999999996,433,0.9237875288683602,0.0
95340,4,0,1744.2775000000001,59289,0.006746614043077131,0.0
95338,4,2,1304.5075,10226,0.03911597887737141,50.0
95337,4,0,1751.1725000000001,19867,0.02013389037096693,0.0
95336,4,0,1780.475,36738,0.010887908977080953,0.0
95335,4,1,3834.625,683,0.5856515373352855,25.0
95334,4,1,2617.2174999999997,12672,0.03156565656565657,25.0
95333,4,0,4109.1325,3256,0.12285012285012285,0.0
95330,4,2,3041.81,10834,0.036920804873546244,50.0
95329,4,1,6794.2075,1749,0.22870211549456831,25.0
95328,4,0,1673.75,2130,0.18779342723004694,0.0
95327,4,1,5285.8325,9559,0.04184538131603724,25.0
95326,4,2,1664.02,6822,0.05863383172090296,50.0
95325,4,0,1696.7375,128,3.125,0.0
95369,4,2,4672.39,1158,0.3454231433506045,50.0
95368,4,1,3382.695,12466,0.03208727739451307,25.0
95367,4,4,1904.94,16525,0.024205748865355523,100.0
95366,4,0,2984.4925000000003,12646,0.03163055511624229,0.0
95365,4,2,2080.49,4150,0.09638554216867469,50.0
95364,4,2,2906.1099999999997,235,1.702127659574468,50.0
95363,4,1,3267.88,15536,0.025746652935118432,25.0
95361,4,2,2865.87,25384,0.01575795776867318,50.0
95360,4,1,2543.4049999999997,8504,0.047036688617121354,25.0
95358,4,2,1555.81,30668,0.013042911177774879,50.0
95357,4,1,3519.2075,13343,0.029978265757325935,25.0
95356,4,2,911.6975,26055,0.01535213970447131,50.0
95355,4,2,3516.545,47613,0.008401066935500807,50.0
95354,4,1,2649.1549999999997,27135,0.014741109268472451,25.0
95351,4,1,2056.1675,47536,0.00841467519353753,25.0
95350,4,3,2253.2575,52872,0.007565441065214102,75.0
95407,4,2,3615.4125,30876,0.012955045990413265,50.0
95405,4,2,1934.08,22250,0.017977528089887642,50.0
95404,4,2,1505.2849999999999,35057,0.011409989445759763,50.0
95403,4,1,2240.8025,40270,0.009932952570151478,25.0
95401,4,2,790.2475,36125,0.011072664359861591,50.0
95388,4,1,1251.35,11463,0.034894879176480854,25.0
95386,4,2,4510.9425,8308,0.04814636494944632,50.0
95385,4,2,3749.1725,274,1.4598540145985401,50.0
95383,4,0,6019.205,4848,0.08250825082508251,0.0
95382,4,2,2834.145,24708,0.016189088554314394,50.0
95380,4,1,2397.0,40545,0.009865581452706869,25.0
95379,4,1,2799.235,3979,0.10052777079668257,25.0
95376,4,0,6010.6525,69801,0.0057305769258320085,0.0
95374,4,1,3207.4025,1960,0.20408163265306123,25.0
95372,4,2,3656.8725,1519,0.26333113890717574,50.0
95370,4,0,4654.87,25340,0.015785319652722965,0.0
95430,4,0,3669.1000000000004,187,2.13903743315508,0.0
95429,4,0,1443.9025000000001,91,4.395604395604396,0.0
95428,4,1,2634.3575,2296,0.17421602787456447,25.0
95427,4,3,711.2425,371,1.078167115902965,75.0
95426,4,1,3150.7075000000004,1591,0.251414204902577,25.0
95425,4,1,1637.145,9210,0.04343105320304018,25.0
95423,4,2,2528.0625,3684,0.10857763300760044,50.0
95422,4,2,1793.3774999999998,13485,0.029662588060808306,50.0
95421,4,0,3726.1825,1575,0.25396825396825395,0.0
95420,4,2,6128.505,333,1.2012012012012012,50.0
95417,4,2,546.2950000000001,176,2.272727272727273,50.0
95415,4,0,5649.75,1374,0.2911208151382824,0.0
95412,4,1,2863.7425000000003,747,0.535475234270415,25.0
95410,4,0,2134.03,1054,0.3795066413662239,0.0
95409,4,2,1353.605,25718,0.01555330896648262,50.0
95453,4,1,1848.1925,11180,0.03577817531305903,25.0
95452,4,0,5008.47,1653,0.24198427102238357,0.0
95451,4,0,7288.5075,9902,0.04039587962027873,0.0
95450,4,1,2057.4175,438,0.91324200913242,25.0
95449,4,1,2319.9425,1373,0.29133284777858703,25.0
95448,4,1,4500.5,17979,0.02224817843039101,25.0
95446,4,1,5706.8125,4913,0.08141664970486465,25.0
95445,4,1,6794.21,1916,0.20876826722338201,25.0
95444,4,1,2657.54,390,1.0256410256410255,25.0
95443,4,0,2575.8175,175,2.2857142857142856,0.0
95442,4,1,2773.6925,4101,0.0975371860521824,25.0
95441,4,0,3284.4950000000003,2349,0.17028522775649213,0.0
95439,4,2,4242.7725,476,0.8403361344537815,50.0
95437,4,0,4493.475,14417,0.02774502323645696,0.0
95436,4,0,3925.0625,6216,0.06435006435006435,0.0
95432,4,1,2774.6525,383,1.0443864229765014,25.0
95471,4,1,3919.125,298,1.342281879194631,25.0
95470,4,1,3903.285,5995,0.06672226855713094,25.0
95469,4,0,5768.515,1884,0.21231422505307856,0.0
95468,4,1,3781.38,1352,0.2958579881656805,25.0
95466,4,1,3149.765,1113,0.3593890386343217,25.0
95465,4,0,5931.97,1880,0.2127659574468085,0.0
95464,4,2,2464.84,2223,0.1799370220422852,50.0
95463,4,1,3137.1175000000003,148,2.7027027027027026,25.0
95462,4,0,7164.885,1537,0.2602472348731295,0.0
95461,4,0,4463.6025,7789,0.05135447425856978,0.0
95460,4,2,1130.4825,2229,0.1794526693584567,50.0
95459,4,0,7016.7325,586,0.6825938566552902,0.0
95458,4,1,3446.12,3002,0.13324450366422386,25.0
95457,4,0,3480.9300000000003,2644,0.15128593040847202,0.0
95456,4,0,2176.51,882,0.45351473922902497,0.0
95454,4,1,5045.38,2706,0.14781966001478197,25.0
95521,4,0,3259.9375,19596,0.020412329046744233,0.0
95519,4,2,6144.73,15921,0.02512404999685949,50.0
95514,4,0,1818.415,199,2.0100502512562812,0.0
95511,4,1,3885.3824999999997,261,1.532567049808429,25.0
95503,4,1,2766.7174999999997,23570,0.01697072549851506,25.0
95501,4,1,1486.8675,23224,0.01722356183258698,25.0
95497,4,2,3934.6475,752,0.5319148936170213,50.0
95494,4,1,4279.695,335,1.1940298507462688,25.0
95493,4,1,2772.695,240,1.6666666666666667,25.0
95492,4,0,3457.9925,23701,0.01687692502426058,0.0
95490,4,0,3486.615,13472,0.02969121140142518,0.0
95488,4,1,4524.1975,309,1.2944983818770228,25.0
95485,4,0,4193.3425,2344,0.17064846416382254,0.0
95482,4,1,4441.28,30988,0.01290822253775655,25.0
95476,4,1,2985.9075000000003,34314,0.011657049600746051,25.0
95472,4,0,3009.135,31266,0.012793449753726092,0.0
95550,4,1,883.1675,155,2.5806451612903225,25.0
95549,4,0,4125.4725,264,1.5151515151515151,0.0
95548,4,1,5027.6525,1215,0.3292181069958848,25.0
95547,4,2,4138.1525,1201,0.33305578684429643,50.0
95546,4,1,2782.5025000000005,3041,0.1315356790529431,25.0
95545,4,1,6162.9400000000005,82,4.878048780487805,25.0
95543,4,1,3235.965,532,0.7518796992481203,25.0
95542,4,1,2270.2724999999996,2423,0.16508460586050352,25.0
95540,4,0,3608.4325,12241,0.032677068866922634,0.0
95537,4,1,2846.68,228,1.7543859649122806,25.0
95536,4,1,1895.1475,2965,0.13490725126475547,25.0
95528,4,0,2525.79,1072,0.3731343283582089,0.0
95527,4,1,2457.11,485,0.8247422680412372,25.0
95526,4,3,2301.955,695,0.5755395683453237,75.0
95525,4,2,2414.595,1584,0.25252525252525254,50.0
95524,4,2,3484.8599999999997,1689,0.2368265245707519,50.0
95569,4,0,908.7874999999999,400,1.0,0.0
95568,4,1,3455.6474999999996,202,1.9801980198019802,25.0
95567,4,4,1957.8549999999998,2020,0.19801980198019803,100.0
95565,4,0,612.5425,1125,0.35555555555555557,0.0
95564,4,1,3642.7225,395,1.0126582278481013,25.0
95563,4,1,2396.9775,660,0.6060606060606061,25.0
95562,4,3,3777.9900000000002,3284,0.12180267965895249,75.0
95560,4,1,5642.665,1851,0.21609940572663425,25.0
95559,4,0,1871.7475,163,2.4539877300613497,0.0
95558,4,1,3057.62,300,1.3333333333333335,25.0
95556,4,0,1259.3975,574,0.6968641114982579,0.0
95555,4,0,3393.1725,494,0.8097165991902834,0.0
95554,4,1,1818.9699999999998,644,0.6211180124223602,25.0
95553,4,3,3029.835,867,0.461361014994233,75.0
95552,4,0,1768.335,265,1.509433962264151,0.0
95551,4,1,218.2625,1447,0.27643400138217,25.0
95614,4,1,3827.3325000000004,3674,0.10887316276537834,25.0
95612,4,2,2467.6325,1417,0.2822865208186309,50.0
95610,4,1,4646.5225,43718,0.009149549384692804,25.0
95608,4,2,1580.945,58830,0.00679925208227095,50.0
95607,4,0,2252.9925,262,1.5267175572519083,0.0
95606,4,1,1654.295,382,1.0471204188481675,25.0
95605,4,1,1933.5049999999999,12756,0.03135779241141424,25.0
95603,4,0,5031.59,24944,0.016035920461834507,0.0
95602,4,2,2053.9275,18197,0.02198164532615266,50.0
95601,4,3,953.9175,222,1.8018018018018018,75.0
95595,4,1,3183.3450000000003,259,1.5444015444015444,25.0
95587,4,1,7486.7225,200,2.0,25.0
95585,4,0,1524.325,321,1.2461059190031152,0.0
95573,4,0,3242.8599999999997,1666,0.24009603841536614,0.0
95571,4,0,1701.99,270,1.4814814814814816,0.0
95570,4,2,2922.255,2369,0.16884761502743773,50.0
95632,4,1,2327.3725,24194,0.01653302471687195,25.0
95631,4,0,3319.5125,5714,0.07000350017500875,0.0
95630,4,2,4444.9974999999995,51855,0.007713817375373638,50.0
95629,4,0,1441.475,850,0.4705882352941176,0.0
95628,4,2,2159.9425,40750,0.0098159509202454,50.0
95627,4,0,2244.895,2756,0.14513788098693758,0.0
95626,4,2,4043.58,6197,0.06454736162659351,50.0
95625,4,2,1451.2275,171,2.3391812865497075,50.0
95624,4,2,2211.215,38534,0.01038044324492656,50.0
95623,4,1,2425.9575,4097,0.0976324139614352,25.0
95621,4,0,5059.4275,41636,0.009607070804111826,0.0
95620,4,1,1531.3225000000002,18529,0.02158778131577527,25.0
95619,4,2,1579.1225,4426,0.09037505648441031,50.0
95618,4,2,2443.0525000000002,648,0.6172839506172839,50.0
95616,4,2,1318.7549999999999,67411,0.005933749684769548,50.0
95615,4,0,1851.3675,699,0.5722460658082975,0.0
95653,4,1,1522.5475,844,0.47393364928909953,25.0
95651,4,2,3596.14,485,0.8247422680412372,50.0
95650,4,1,4260.21,11191,0.03574300777410419,25.0
95648,4,0,6172.827499999999,15286,0.026167735182519955,0.0
95646,4,1,2306.6825,129,3.10077519379845,25.0
95645,4,1,4256.955,1793,0.2230897936419409,25.0
95642,4,3,1426.8225,6202,0.06449532408900355,75.0
95641,4,1,2883.7925,2010,0.1990049751243781,25.0
95640,4,0,5883.41,9752,0.04101722723543889,0.0
95639,4,1,6022.545,213,1.8779342723004695,25.0
95638,4,1,2833.8675,1745,0.2292263610315186,25.0
95637,4,2,4354.0375,228,1.7543859649122806,50.0
95636,4,3,4999.6725,659,0.6069802731411229,75.0
95635,4,2,2982.005,1140,0.3508771929824561,50.0
95634,4,0,2858.335,2723,0.14689680499449137,0.0
95633,4,2,2391.465,2536,0.15772870662460567,50.0
95673,4,1,2306.415,14010,0.028551034975017847,25.0
95672,4,1,2798.3399999999997,3815,0.10484927916120576,25.0
95670,4,1,3971.83,49729,0.008043596291902108,25.0
95669,4,2,4009.0025000000005,2220,0.18018018018018017,50.0
95668,4,2,4847.955,901,0.4439511653718091,50.0
95667,4,0,1181.285,34146,0.011714402858314297,0.0
95666,4,1,5542.9125,5501,0.07271405199054717,25.0
95665,4,1,3162.85,4354,0.09186954524575103,25.0
95664,4,1,1061.0025,1173,0.3410059676044331,25.0
95663,4,1,3508.62,2048,0.1953125,25.0
95662,4,3,5336.860000000001,32040,0.012484394506866416,75.0
95661,4,1,5541.7325,25173,0.01589004091685536,25.0
95660,4,0,3990.5675,32202,0.012421588721197441,0.0
95659,4,1,3143.9475,751,0.5326231691078562,25.0
95658,4,1,1829.625,6096,0.06561679790026247,25.0
95655,4,2,1996.8925,929,0.4305705059203444,50.0
95692,4,3,1053.195,3600,0.1111111111111111,75.0
95691,4,0,6121.889999999999,19050,0.02099737532808399,0.0
95690,4,2,2034.1475,2344,0.17064846416382254,50.0
95689,4,0,3907.3374999999996,1273,0.3142183817753339,0.0
95688,4,1,1790.5874999999999,32564,0.012283503255128362,25.0
95687,4,0,4326.665,63157,0.006333423056826638,0.0
95686,4,2,3269.0225,1472,0.2717391304347826,50.0
95685,4,1,2899.4424999999997,4610,0.08676789587852494,25.0
95684,4,0,5725.0925,2958,0.1352265043948614,0.0
95683,4,2,2865.705,4731,0.08454872120059184,50.0
95682,4,0,4271.6025,24738,0.016169455897809038,0.0
95681,4,1,3678.6875,1219,0.3281378178835111,25.0
95678,4,2,4254.9275,30614,0.013065917554060233,50.0
95677,4,0,4291.21,21510,0.018596001859600187,0.0
95675,4,0,1453.0275,364,1.098901098901099,0.0
95674,4,1,1270.435,947,0.42238648363252373,25.0
95735,4,0,3322.7125,25,16.0,0.0
95728,4,2,2568.41,88,4.545454545454546,50.0
95726,4,1,3442.6850000000004,8577,0.04663635303719249,25.0
95722,4,2,3014.6,3747,0.10675206832132372,50.0
95721,4,1,3734.4875,69,5.797101449275362,25.0
95720,4,1,2020.4025000000001,183,2.185792349726776,25.0
95717,4,0,3813.43,407,0.9828009828009828,0.0
95715,4,1,4363.42,185,2.1621621621621623,25.0
95714,4,2,1398.3025,350,1.1428571428571428,50.0
95713,4,1,823.51,8525,0.0469208211143695,25.0
95709,4,1,1857.3075,4829,0.08283288465520812,25.0
95703,4,1,4183.3575,1526,0.2621231979030144,25.0
95701,4,0,2372.54,751,0.5326231691078562,0.0
95695,4,1,2690.5625,38547,0.010376942433911848,25.0
95694,4,2,3925.1974999999998,8406,0.04758505829169641,50.0
95693,4,1,4685.885,5889,0.06792324673119375,25.0
95821,4,1,2070.2725,35426,0.011291142099023316,25.0
95820,4,1,4057.3325,37031,0.01080176068699198,25.0
95819,4,1,1608.7675,15975,0.025039123630672927,25.0
95818,4,1,1485.0975,21313,0.018767888143386667,25.0
95817,4,1,3898.6699999999996,14966,0.026727248429774156,25.0
95816,4,0,4168.7675,16164,0.024746349913387776,0.0
95815,4,2,2839.68,25355,0.015775981068822716,50.0
